prodcode,dmdcode,bnfcode,cprd_name,productname,drugsubstance,strength,formulation,route,snomed_code,dm_d_product_description,bnf_name
7324,331832008,1304000D0AABCBC,betamethasone dipropionate 0.05% scalp lotion,Betamethasone dipropionate 0.05% scalp lotion,Betamethasone dipropionate,500microgram/1ml,Liquid,Cutaneous,331832008,Betamethasone dipropionate 0.05% scalp lotion,Betamethasone dipropionate 0.05% scalp lotion
49478,17495311000001104,NA,betnovate 0.1% cream (mawdsley-brooks & company ltd),Betnovate 0.1% cream (Mawdsley-Brooks & Company Ltd),Betamethasone valerate,1mg/1gram,Cream,Cutaneous,17495311000001104,Betnovate 0.1% cream (Mawdsley-Brooks & Company Ltd),NA
77375,NA,NA,bettamousse 0.1% cutaneous foam (sigma pharmaceuticals plc),NA,NA,NA,NA,NA,NA,NA,NA
4405,3961311000001108,1304000L0BBADBB,nerisone 0.1% ointment (meadow laboratories ltd),Nerisone 0.1% ointment (Meadow Laboratories Ltd),Diflucortolone valerate,1mg/1gram,Ointment,Cutaneous,3961311000001108,Nerisone 0.1% ointment (Meadow Laboratories Ltd),Nerisone 0.1% ointment
49208,17495611000001108,NA,betnovate 0.1% ointment (mawdsley-brooks & company ltd),Betnovate 0.1% ointment (Mawdsley-Brooks & Company Ltd),Betamethasone valerate,1mg/1gram,Ointment,Cutaneous,NA,NA,NA
62067,24856711000001104,1304000F0AAEDED,salicylic acid 5% in betamethasone valerate 0.1% ointment,Salicylic acid 5% in Betamethasone valerate 0.1% ointment,Salicylic acid/Betamethasone valerate,50mg/1gram + 950microgram/1gram,Ointment,Route of administration not applicable,24856711000001104,Salicylic acid 5% in Betamethasone valerate 0.1% ointment,Salicylic acid 5% in Betamethasone valerate 0.1% ointment
49125,13871011000001108,NA,elocon 0.1% ointment (de pharmaceuticals),Elocon 0.1% ointment (DE Pharmaceuticals),Mometasone furoate,1mg/1gram,Ointment,Cutaneous,NA,NA,NA
7753,375668004,1304000D0AAAAAA,betamethasone dipropionate 0.05% cream,Betamethasone dipropionate 0.05% cream,Betamethasone dipropionate,500microgram/1gram,Cream,Cutaneous,375668004,Betamethasone dipropionate 0.05% cream,Betamethasone dipropionate 0.05% cream
5033,332055005,1304000S0AAAAAA,fluticasone 0.05% cream,Fluticasone 0.05% cream,Fluticasone propionate,500microgram/1gram,Cream,Cutaneous,332055005,Fluticasone 0.05% cream,Fluticasone 0.05% cream
77093,NA,NA,locoid 0.1% scalp lotion (lexon (uk) ltd),NA,NA,NA,NA,NA,NA,NA,NA
52027,13866811000001104,NA,diprosalic 0.05%/3% ointment (de pharmaceuticals),Diprosalic 0.05%/3% ointment (DE Pharmaceuticals),Betamethasone dipropionate/Salicylic acid,500microgram/1gram + 30mg/1gram,Ointment,Cutaneous,NA,NA,NA
48615,16342311000001108,NA,betnovate 0.1% scalp application (mawdsley-brooks & company ltd),Betnovate 0.1% scalp application (Mawdsley-Brooks & Company Ltd),Betamethasone valerate,1mg/1gram,Liquid,Cutaneous,NA,NA,NA
49462,19355111000001108,1304000G0AACBCB,"clobetasol 0.5mg / neomycin 5mg / nystatin 100,000units/g ointment (alliance healthcare (distribution) ltd)","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (Alliance Healthcare (Distribution) Ltd)",Clobetasol propionate/Neomycin sulfate/Nystatin,500microgram/1gram + 5mg/1gram + 100000unit/1gram,Ointment,Cutaneous,19355111000001108,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (Alliance Healthcare (Distribution) Ltd)","Clobetasol 500microg/Neomycin 5mg/Nystatin 100,000u/g oint"
71185,17601111000001104,NA,betnovate 0.1% scalp application (necessity supplies ltd),Betnovate 0.1% scalp application (Necessity Supplies Ltd),Betamethasone valerate,1mg/1gram,Liquid,Cutaneous,17601111000001104,Betnovate 0.1% scalp application (Necessity Supplies Ltd),NA
1228,322911000001105,1304000L0BBABAB,nerisone 0.1% oily cream (meadow laboratories ltd),Nerisone 0.1% oily cream (Meadow Laboratories Ltd),Diflucortolone valerate,1mg/1gram,Cream,Cutaneous,322911000001105,Nerisone 0.1% oily cream (Meadow Laboratories Ltd),Nerisone 0.1% oily cream
1835,221911000001107,1304000S0BBAAAA,cutivate 0.05% cream (glaxosmithkline uk ltd),Cutivate 0.05% cream (GlaxoSmithKline UK Ltd),Fluticasone propionate,500microgram/1gram,Cream,Cutaneous,221911000001107,Cutivate 0.05% cream (GlaxoSmithKline UK Ltd),Cutivate 0.05% cream
70304,16561611000001104,NA,diprosalic 0.05%/3% ointment (mawdsley-brooks & company ltd),Diprosalic 0.05%/3% ointment (Mawdsley-Brooks & Company Ltd),Betamethasone dipropionate/Salicylic acid,500microgram/1gram + 30mg/1gram,Ointment,Cutaneous,NA,NA,NA
7820,375669007,1304000D0AABABA,betamethasone dipropionate 0.05% ointment,Betamethasone dipropionate 0.05% ointment,Betamethasone dipropionate,500microgram/1gram,Ointment,Cutaneous,375669007,Betamethasone dipropionate 0.05% ointment,Betamethasone dipropionate 0.05% ointment
50488,14209311000001108,NA,betnovate 0.1% scalp application (sigma pharmaceuticals plc),Betnovate 0.1% scalp application (Sigma Pharmaceuticals Plc),Betamethasone valerate,1mg/1gram,Liquid,Cutaneous,NA,NA,NA
62706,16170911000001104,NA,elocon 0.1% cream (lexon (uk) ltd),Elocon 0.1% cream (Lexon (UK) Ltd),Mometasone furoate,1mg/1gram,Cream,Cutaneous,NA,NA,NA
5533,331944005,1304000N0AAABAB,fluocinolone acetonide 0.025% cream,Fluocinolone acetonide 0.025% cream,Fluocinolone acetonide,250microgram/1gram,Cream,Cutaneous,331944005,Fluocinolone acetonide 0.025% cream,Fluocinolone acetonide 0.025% cream
15918,331995007,1304000W0AABDBD,hydrocortisone 0.1% topical emulsion,Hydrocortisone 0.1% topical emulsion,Hydrocortisone butyrate,1mg/1gram,Liquid,Cutaneous,331995007,Hydrocortisone 0.1% topical emulsion,Hydrocortisone 0.1% topical emulsion
1850,332050000,1304000Y0AABABA,mometasone 0.1% ointment,Mometasone 0.1% ointment,Mometasone furoate,1mg/1gram,Ointment,Cutaneous,332050000,Mometasone 0.1% ointment,Mometasone 0.1% ointment
70976,16171411000001102,NA,elocon 0.1% scalp lotion (lexon (uk) ltd),Elocon 0.1% scalp lotion (Lexon (UK) Ltd),Mometasone furoate,1mg/1gram,Liquid,Cutaneous,16171411000001102,Elocon 0.1% scalp lotion (Lexon (UK) Ltd),NA
2831,3835911000001109,1304000L0BBAAAA,nerisone 0.1% cream (meadow laboratories ltd),Nerisone 0.1% cream (Meadow Laboratories Ltd),Diflucortolone valerate,1mg/1gram,Cream,Cutaneous,3835911000001109,Nerisone 0.1% cream (Meadow Laboratories Ltd),Nerisone 0.1% cream
50969,18670911000001108,1304000G0AACBCB,"clobetasol 0.5mg / neomycin 5mg / nystatin 100,000units/g ointment (essential generics ltd)","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (Essential Generics Ltd)",Clobetasol propionate/Neomycin sulfate/Nystatin,500microgram/1gram + 5mg/1gram + 100000unit/1gram,Ointment,Cutaneous,18670911000001108,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (Essential Generics Ltd)","Clobetasol 500microg/Neomycin 5mg/Nystatin 100,000u/g oint"
1523,331951001,1304000P0AABABA,fluocinonide 0.05% ointment,Fluocinonide 0.05% ointment,Fluocinonide,500microgram/1gram,Ointment,Cutaneous,331951001,Fluocinonide 0.05% ointment,Fluocinonide 0.05% ointment
49936,13836111000001104,NA,betnovate 0.1% scalp application (de pharmaceuticals),Betnovate 0.1% scalp application (DE Pharmaceuticals),Betamethasone valerate,1mg/1gram,Liquid,Cutaneous,13836111000001104,Betnovate 0.1% scalp application (DE Pharmaceuticals),NA
4428,3779011000001107,1304000W0BBADBB,locoid 0.1% scalp lotion (astellas pharma ltd),Locoid 0.1% scalp lotion (LEO Pharma),Hydrocortisone butyrate,1mg/1ml,Liquid,Cutaneous,3779011000001107,Locoid 0.1% scalp lotion (Neon Healthcare Ltd),Locoid 0.1% scalp lotion
77939,NA,NA,mometasone 0.1% ointment 10% in white soft paraffin,NA,NA,NA,NA,NA,NA,NA,NA
66985,21540211000001100,1304000Y0AABABA,mometasone 0.1% ointment (actavis uk ltd),Mometasone 0.1% ointment (Actavis UK Ltd),Mometasone furoate,1mg/1gram,Ointment,Cutaneous,21540211000001100,Mometasone 0.1% ointment (Actavis UK Ltd),Mometasone 0.1% ointment
49852,14320711000001104,NA,diprosalic 0.05%/3% ointment (sigma pharmaceuticals plc),Diprosalic 0.05%/3% ointment (Sigma Pharmaceuticals Plc),Betamethasone dipropionate/Salicylic acid,500microgram/1gram + 30mg/1gram,Ointment,Cutaneous,14320711000001104,Diprosalic 0.05%/3% ointment (Sigma Pharmaceuticals Plc),NA
4599,332000007,1304000W0AABABA,hydrocortisone butyrate 0.1% ointment,Hydrocortisone butyrate 0.1% ointment,Hydrocortisone butyrate,1mg/1gram,Ointment,Cutaneous,332000007,Hydrocortisone butyrate 0.1% ointment,Hydrocortisone butyrate 0.1% ointment
2742,3186411000001108,1304000F0BEAABF,bettamousse 0.1% cutaneous foam (focus pharmaceuticals ltd),Bettamousse 0.1% cutaneous foam (RPH Pharmaceuticals AB),Betamethasone valerate,1mg/1gram,Foam,Cutaneous,3186411000001108,Bettamousse 0.1% cutaneous foam (RPH Pharmaceuticals AB),Bettamousse 0.1% cutaneous foam
7718,331939003,1304000N0AABBBB,fluocinolone acetonide 0.025% ointment,Fluocinolone acetonide 0.025% ointment,Fluocinolone acetonide,250microgram/1gram,Ointment,Cutaneous,331939003,Fluocinolone acetonide 0.025% ointment,Fluocinolone acetonide 0.025% ointment
3727,9011000001106,1304000D0BBAAAA,diprosone 0.05% cream (merck sharp & dohme ltd),Diprosone 0.05% cream (Merck Sharp & Dohme Ltd),Betamethasone dipropionate,500microgram/1gram,Cream,Cutaneous,9011000001106,Diprosone 0.05% cream (Organon Pharma (UK) Ltd),Diprosone 0.05% cream
1717,531811000001105,1304000D0BCABBD,diprosalic 0.05%/2% scalp application (merck sharp & dohme ltd),Diprosalic 0.05%/2% scalp application (Merck Sharp & Dohme Ltd),Salicylic acid/Betamethasone dipropionate,20mg/1ml + 500microgram/1ml,Liquid,Cutaneous,531811000001105,Diprosalic 0.05%/2% scalp application (Organon Pharma (UK) Ltd),Diprosalic 0.05%/2% scalp application
2914,911811000001106,1304000W0BBACBA,locoid 0.1% ointment (astellas pharma ltd),Locoid 0.1% ointment (LEO Pharma),Hydrocortisone butyrate,1mg/1gram,Ointment,Cutaneous,911811000001106,Locoid 0.1% ointment (Neon Healthcare Ltd),Locoid 0.1% ointment
1536,3746611000001107,1304000F0BBAIBC,betnovate 0.1% lotion (glaxosmithkline uk ltd),Betnovate 0.1% lotion (GlaxoSmithKline UK Ltd),Betamethasone valerate,1mg/1gram,Liquid,Cutaneous,3746611000001107,Betnovate 0.1% lotion (GlaxoSmithKline UK Ltd),Betnovate 0.1% lotion
70000,16142211000001108,NA,bettamousse 0.1% cutaneous foam (lexon (uk) ltd),Bettamousse 0.1% cutaneous foam (Lexon (UK) Ltd),Betamethasone valerate,1mg/1gram,Foam,Cutaneous,NA,NA,NA
51249,16570911000001106,NA,elocon 0.1% ointment (mawdsley-brooks & company ltd),Elocon 0.1% ointment (Mawdsley-Brooks & Company Ltd),Mometasone furoate,1mg/1gram,Ointment,Cutaneous,16570911000001106,Elocon 0.1% ointment (Mawdsley-Brooks & Company Ltd),NA
53502,16570711000001108,NA,elocon 0.1% scalp lotion (mawdsley-brooks & company ltd),Elocon 0.1% scalp lotion (Mawdsley-Brooks & Company Ltd),Mometasone furoate,1mg/1gram,Liquid,Cutaneous,NA,NA,NA
48830,19354911000001108,NA,"clobetasol 0.5mg / neomycin 5mg / nystatin 100,000units/g cream (alliance healthcare (distribution) ltd)","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (Alliance Healthcare (Distribution) Ltd)",Clobetasol propionate/Neomycin sulfate/Nystatin,500microgram/1gram + 5mg/1gram + 100000unit/1gram,Cream,Cutaneous,NA,NA,NA
42085,2912811000001103,1304000F0AABABA,betamethasone valerate 0.1% ointment (a a h pharmaceuticals ltd),Betamethasone valerate 0.1% ointment (A A H Pharmaceuticals Ltd),Betamethasone valerate,1mg/1gram,Ointment,Cutaneous,2912811000001103,Betamethasone valerate 0.1% ointment (A A H Pharmaceuticals Ltd),Betamethasone valerate 0.1% ointment
6799,3431911000001103,1304000F0AABFBF,betamethasone 0.1% foam,Betamethasone 0.1% foam,Betamethasone valerate,1mg/1gram,Foam,Cutaneous,3431911000001103,Betamethasone 0.1% foam,Betamethasone 0.1% foam
1915,332049000,1304000Y0AAAAAA,mometasone 0.1% cream,Mometasone 0.1% cream,Mometasone furoate,1mg/1gram,Cream,Cutaneous,332049000,Mometasone 0.1% cream,Mometasone 0.1% cream
985,331822001,NA,betamethasone valerate 0.1% scalp application,Betamethasone valerate 0.1% scalp application,Betamethasone valerate,1mg/1gram,Liquid,Cutaneous,NA,NA,NA
10621,331906001,1304000L0AABBBB,diflucortolone 0.1% ointment,Diflucortolone 0.1% ointment,Diflucortolone valerate,1mg/1gram,Ointment,Cutaneous,331906001,Diflucortolone 0.1% ointment,Diflucortolone 0.1% ointment
74336,35634611000001104,1304000F0BGADAA,audavate 0.1% cream (accord healthcare ltd),Audavate 0.1% cream (Actavis UK Ltd),Betamethasone valerate,1mg/1gram,Cream,Cutaneous,35634611000001104,Audavate 0.1% cream (Accord Healthcare Ltd),Audavate 0.1% cream
3088,374014000,1304000F0AABCBC,betamethasone valerate 0.1% lotion,Betamethasone valerate 0.1% lotion,Betamethasone valerate,1mg/1gram,Liquid,Cutaneous,374014000,Betamethasone valerate 0.1% lotion,Betamethasone valerate 0.1% lotion
34279,589311000001109,1304000F0AAAAAA,betamethasone valerate 0.1% cream (a a h pharmaceuticals ltd),Betamethasone valerate 0.1% cream (A A H Pharmaceuticals Ltd),Betamethasone valerate,1mg/1gram,Cream,Cutaneous,589311000001109,Betamethasone valerate 0.1% cream (A A H Pharmaceuticals Ltd),Betamethasone valerate 0.1% cream
41379,434611000001100,1304000N0BBAGBB,synalar 0.025% ointment (derma uk ltd),Synalar 0.025% ointment (Reig Jofre UK Ltd),Fluocinolone acetonide,250microgram/1gram,Ointment,Cutaneous,434611000001100,Synalar 0.025% ointment (Reig Jofre UK Ltd),Synalar 0.025% ointment
4117,332058007,1304000S0AAABAB,fluticasone 0.005% ointment,Fluticasone 0.005% ointment,Fluticasone propionate,50microgram/1gram,Ointment,Cutaneous,332058007,Fluticasone 0.005% ointment,Fluticasone 0.005% ointment
2853,3357011000001104,1304000W0BBABAA,locoid 0.1% lipocream (astellas pharma ltd),Locoid 0.1% Lipocream (LEO Pharma),Hydrocortisone butyrate,1mg/1gram,Cream,Cutaneous,3357011000001104,Locoid 0.1% Lipocream (Neon Healthcare Ltd),Locoid 0.1% Lipocream
41380,264611000001109,1304000N0BBAAAB,synalar 0.025% cream (derma uk ltd),Synalar 0.025% cream (Reig Jofre UK Ltd),Fluocinolone acetonide,250microgram/1gram,Cream,Cutaneous,264611000001109,Synalar 0.025% cream (Reig Jofre UK Ltd),Synalar 0.025% cream
2638,188811000001100,1304000Y0BBACBB,elocon 0.1% scalp lotion (merck sharp & dohme ltd),Elocon 0.1% scalp lotion (Merck Sharp & Dohme Ltd),Mometasone furoate,1mg/1gram,Liquid,Cutaneous,188811000001100,Elocon 0.1% scalp lotion (Organon Pharma (UK) Ltd),Elocon 0.1% scalp lotion
66090,13870811000001106,NA,elocon 0.1% cream (de pharmaceuticals),Elocon 0.1% cream (DE Pharmaceuticals),Mometasone furoate,1mg/1gram,Cream,Cutaneous,13870811000001106,Elocon 0.1% cream (DE Pharmaceuticals),NA
68374,15221011000001106,1304000F0AACTCT,betamethasone valerate 0.1% ointment 5% in white soft paraffin,Betamethasone valerate 0.1% ointment 5% in White soft paraffin,Betamethasone valerate,50microgram/1gram,Ointment,Route of administration not applicable,15221011000001106,Betamethasone valerate 0.1% ointment 5% in White soft paraffin,Betamethasone valerate 0.1% oint 5% in White soft paraffin
76966,NA,NA,betamethasone valerate 0.1% ointment 33% in white soft paraffin,NA,NA,NA,NA,NA,NA,NA,NA
77014,NA,NA,betamethasone valerate 0.1% cream 30% in aqueous cream,NA,NA,NA,NA,NA,NA,NA,NA
76939,NA,NA,betamethasone valerate 0.1% cream 75% in aqueous cream,NA,NA,NA,NA,NA,NA,NA,NA
38957,14677011000001108,NA,xamiol gel (leo pharma),Xamiol gel (LEO Pharma),Betamethasone dipropionate/Calcipotriol monohydrate,500microgram/1gram + 50microgram/1gram,Gel,Cutaneous,NA,NA,NA
51816,17884011000001106,NA,dovobet ointment (sigma pharmaceuticals plc),Dovobet ointment (Sigma Pharmaceuticals Plc),Betamethasone dipropionate/Calcipotriol hydrate,500microgram/1gram + 50microgram/1gram,Ointment,Cutaneous,17884011000001106,Dovobet ointment (Sigma Pharmaceuticals Plc),NA
79838,NA,NA,dovobet gel (pilsco ltd),NA,NA,NA,NA,NA,NA,NA,NA
43946,17644911000001108,NA,dovobet gel (leo pharma),Dovobet gel (LEO Pharma),Betamethasone dipropionate/Calcipotriol monohydrate,500microgram/1gram + 50microgram/1gram,Gel,Cutaneous,NA,NA,NA
52603,19611311000001108,NA,dovobet ointment (de pharmaceuticals),Dovobet ointment (DE Pharmaceuticals),Betamethasone dipropionate/Calcipotriol hydrate,500microgram/1gram + 50microgram/1gram,Ointment,Cutaneous,NA,NA,NA
6587,3432011000001105,1305020D0AAAFAF,calcipotriol 0.005% / betamethasone dipropionate 0.05% ointment,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,Betamethasone dipropionate/Calcipotriol hydrate,500microgram/1gram + 50microgram/1gram,Ointment,Cutaneous,3432011000001105,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% oint
64439,29879511000001100,NA,dovobet gel applicator (leo pharma),Dovobet gel Applicator (LEO Pharma),Betamethasone dipropionate/Calcipotriol monohydrate,500microgram/1gram + 50microgram/1gram,Gel,Cutaneous,NA,NA,NA
38959,14679811000001106,1305020D0AAAGAG,calcipotriol 0.005% / betamethasone dipropionate 0.05% gel,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,Betamethasone dipropionate/Calcipotriol monohydrate,500microgram/1gram + 50microgram/1gram,Gel,Cutaneous,14679811000001106,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel
67277,10531711000001108,NA,dovobet ointment (waymade healthcare plc),Dovobet ointment (Waymade Healthcare Plc),Betamethasone dipropionate/Calcipotriol hydrate,500microgram/1gram + 50microgram/1gram,Ointment,Cutaneous,NA,NA,NA
62138,24497511000001108,NA,dovobet gel (waymade healthcare plc),Dovobet gel (Waymade Healthcare Plc),Betamethasone dipropionate/Calcipotriol monohydrate,500microgram/1gram + 50microgram/1gram,Gel,Cutaneous,24497511000001108,Dovobet gel (Waymade Healthcare Plc),NA
71174,19961711000001108,NA,dovobet ointment (lexon (uk) ltd),Dovobet ointment (Lexon (UK) Ltd),Betamethasone dipropionate/Calcipotriol hydrate,500microgram/1gram + 50microgram/1gram,Ointment,Cutaneous,19961711000001108,Dovobet ointment (Lexon (UK) Ltd),NA
5828,3389811000001109,1305020D0BCAAAF,dovobet ointment (leo pharma),Dovobet ointment (LEO Pharma),Betamethasone dipropionate/Calcipotriol hydrate,500microgram/1gram + 50microgram/1gram,Ointment,Cutaneous,3389811000001109,Dovobet ointment (LEO Pharma),Dovobet ointment
77598,NA,NA,dovobet ointment (necessity supplies ltd),NA,NA,NA,NA,NA,NA,NA,NA
626,93111000001108,1304000V0CBABCB,timodine cream (alliance pharmaceuticals ltd),Timodine cream (Alliance Pharmaceuticals Ltd),Benzalkonium chloride/Dimeticone 350/Nystatin/Hydrocortisone,1mg/1gram + 100mg/1gram + 100000unit/1gram + 5mg/1gram,Cream,Cutaneous,93111000001108,Timodine cream (Alliance Pharmaceuticals Ltd),Timodine cream
4638,331742001,1304000X0AACBCB,hydrocortisone acetate 1% / fusidic acid 2% cream,Hydrocortisone acetate 1% / Fusidic acid 2% cream,Hydrocortisone acetate/Fusidic acid,10mg/1gram + 20mg/1gram,Cream,Cutaneous,331742001,Hydrocortisone acetate 1% / Fusidic acid 2% cream,Hydrocortisone acetate 1% / Fusidic acid 2% cream
37921,13408511000001108,NA,fucibet lipid cream (leo pharma),Fucibet Lipid cream (LEO Pharma),Betamethasone valerate/Fusidic acid,1mg/1gram + 20mg/1gram,Cream,Cutaneous,NA,NA,NA
642,399111000001108,1304000F0BCABCC,fucibet cream (leo pharma),Fucibet cream (LEO Pharma),Betamethasone valerate/Fusidic acid,1mg/1gram + 20mg/1gram,Cream,Cutaneous,399111000001108,Fucibet cream (LEO Pharma),Fucibet cream
9724,331746003,NA,hydrocortisone 1% / clotrimazole 1% cream,Hydrocortisone 1% / Clotrimazole 1% cream,Clotrimazole/Hydrocortisone,10mg/1gram + 10mg/1gram,Cream,Cutaneous,NA,NA,NA
242,2903711000001100,1304000X0BHABCB,fucidin h cream (leo pharma),Fucidin H cream (LEO Pharma),Hydrocortisone acetate/Fusidic acid,10mg/1gram + 20mg/1gram,Cream,Cutaneous,2903711000001100,Fucidin H cream (LEO Pharma),Fucidin H cream
4106,331853004,1304000F0AACACA,betamethasone valerate 0.1% / clioquinol 3% cream,Betamethasone valerate 0.1% / Clioquinol 3% cream,Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Cream,Cutaneous,331853004,Betamethasone valerate 0.1% / Clioquinol 3% cream,Betamethasone valerate 0.1% / Clioquinol 3% cream
2625,331744000,1304000V0AACSCS,hydrocortisone 1% / miconazole 2% ointment,Hydrocortisone 1% / Miconazole 2% ointment,Miconazole nitrate/Hydrocortisone,20mg/1gram + 10mg/1gram,Ointment,Cutaneous,331744000,Hydrocortisone 1% / Miconazole 2% ointment,Hydrocortisone 1% / Miconazole 2% ointment
2266,331738004,1304000V0AACMCM,oxytetracycline 3% / hydrocortisone 1% ointment,Oxytetracycline 3% / Hydrocortisone 1% ointment,Oxytetracycline hydrochloride/Hydrocortisone,30mg/1gram + 10mg/1gram,Ointment,Cutaneous,331738004,Oxytetracycline 3% / Hydrocortisone 1% ointment,Oxytetracycline 3% / Hydrocortisone 1% ointment
75367,16202611000001104,NA,lotriderm cream (lexon (uk) ltd),Lotriderm cream (Lexon (UK) Ltd),Clotrimazole/Betamethasone dipropionate,10mg/1gram + 640microgram/1gram,Cream,Cutaneous,NA,NA,NA
66484,30793711000001104,1304000F0BHAACC,xemacort 20mg/g / 1mg/g cream (mylan),Xemacort cream (Mylan),Betamethasone valerate/Fusidic acid,1mg/1gram + 20mg/1gram,Cream,Cutaneous,30793711000001104,Xemacort 20mg/g / 1mg/g cream (Viatris UK Healthcare Ltd),Xemacort 20mg/g / 1mg/g cream
1326,3143811000001107,1304000V0CCACCM,terra-cortril ointment (pfizer ltd),Terra-Cortril ointment (Pfizer Ltd),Oxytetracycline hydrochloride/Hydrocortisone,30mg/1gram + 10mg/1gram,Ointment,Cutaneous,3143811000001107,Terra-Cortril ointment (Pfizer Ltd),Terra-Cortril ointment (Pfizer)
1430,278911000001102,1304000V0CGACCS,daktacort ointment (janssen-cilag ltd),Daktacort ointment (Janssen-Cilag Ltd),Miconazole nitrate/Hydrocortisone,20mg/1gram + 10mg/1gram,Ointment,Cutaneous,278911000001102,Daktacort ointment (Janssen-Cilag Ltd),Daktacort ointment
54952,3556711000001102,1304000V0AACBCB,generic timodine cream,Generic Timodine cream,Benzalkonium chloride/Dimeticone 350/Nystatin/Hydrocortisone,1mg/1gram + 100mg/1gram + 100000unit/1gram + 5mg/1gram,Cream,Cutaneous,3556711000001102,Generic Timodine cream,Generic Timodine cream
75309,14368511000001100,NA,lotriderm cream (sigma pharmaceuticals plc),Lotriderm cream (Sigma Pharmaceuticals Plc),Clotrimazole/Betamethasone dipropionate,10mg/1gram + 640microgram/1gram,Cream,Cutaneous,14368511000001100,Lotriderm cream (Sigma Pharmaceuticals Plc),NA
57902,21736211000001100,1304000F0AACDCD,betamethasone valerate 0.1% / clioquinol 3% ointment (essential generics ltd),Betamethasone valerate 0.1% / Clioquinol 3% ointment (Essential Generics Ltd),Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Ointment,Cutaneous,21736211000001100,Betamethasone valerate 0.1% / Clioquinol 3% ointment (Essential Generics Ltd),Betamethasone valerate 0.1% / Clioquinol 3% ointment
5905,2899411000001101,1304000D0BDABCA,lotriderm cream (teva uk ltd),Lotriderm cream (Merck Sharp & Dohme Ltd),Clotrimazole/Betamethasone dipropionate,10mg/1gram + 640microgram/1gram,Cream,Cutaneous,2899411000001101,Lotriderm cream (Organon Pharma (UK) Ltd),Lotriderm cream
1989,331851002,1304000F0AACBCB,betamethasone valerate 0.1% / neomycin 0.5% cream,Betamethasone valerate 0.1% / Neomycin 0.5% cream,Betamethasone valerate/Neomycin sulfate,1mg/1gram + 5mg/1gram,Cream,Cutaneous,331851002,Betamethasone valerate 0.1% / Neomycin 0.5% cream,Betamethasone valerate 0.1% / Neomycin 0.5% cream
70348,18590311000001104,NA,lotriderm cream (de pharmaceuticals),Lotriderm cream (DE Pharmaceuticals),Clotrimazole/Betamethasone dipropionate,10mg/1gram + 640microgram/1gram,Cream,Cutaneous,NA,NA,NA
929,859911000001101,1304000V0CGABCH,daktacort cream (janssen-cilag ltd),Daktacort 2%/1% cream (Janssen-Cilag Ltd),Hydrocortisone/Miconazole nitrate,10mg/1gram + 20mg/1gram,Cream,Cutaneous,859911000001101,Daktacort 2%/1% cream (Janssen-Cilag Ltd),Daktacort 2%/1% cream
13211,331852009,1304000F0AACDCD,betamethasone valerate 0.1% / clioquinol 3% ointment,Betamethasone valerate 0.1% / Clioquinol 3% ointment,Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Ointment,Cutaneous,331852009,Betamethasone valerate 0.1% / Clioquinol 3% ointment,Betamethasone valerate 0.1% / Clioquinol 3% ointment
1737,331849001,1304000F0AACCCC,betamethasone valerate 0.1% / fusidic acid 2% cream,Betamethasone valerate 0.1% / Fusidic acid 2% cream,Betamethasone valerate/Fusidic acid,1mg/1gram + 20mg/1gram,Cream,Cutaneous,331849001,Betamethasone valerate 0.1% / Fusidic acid 2% cream,Betamethasone valerate 0.1% / Fusidic acid 2% cream
77360,NA,NA,fucibet cream (dowelhurst ltd),NA,NA,NA,NA,NA,NA,NA,NA
9314,331745004,1304000V0AACHCH,hydrocortisone 1% / miconazole 2% cream,Hydrocortisone 1% / Miconazole 2% cream,Hydrocortisone/Miconazole nitrate,10mg/1gram + 20mg/1gram,Cream,Cutaneous,331745004,Hydrocortisone 1% / Miconazole 2% cream,Hydrocortisone 1% / Miconazole 2% cream
64953,21959011000001108,NA,betamethasone valerate 0.1% / clioquinol 3% ointment (alliance healthcare (distribution) ltd),Betamethasone valerate 0.1% / Clioquinol 3% ointment (Alliance Healthcare (Distribution) Ltd),Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Ointment,Cutaneous,NA,NA,NA
6883,331850001,1304000F0AACECE,betamethasone valerate 0.1% / neomycin 0.5% ointment,Betamethasone valerate 0.1% / Neomycin 0.5% ointment,Neomycin sulfate/Betamethasone valerate,5mg/1gram + 1mg/1gram,Ointment,Cutaneous,331850001,Betamethasone valerate 0.1% / Neomycin 0.5% ointment,Betamethasone valerate 0.1% / Neomycin 0.5% ointment
