SNOMEDCode,description
'33425911000001100,Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'33428411000001103,Prednisolone 1mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'33428511000001104,Prednisolone 1mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'32781411000001102,Prednisolone 30mg tablets
'32774311000001100,Prednisolone 30mg tablets
'32774411000001107,Prednisolone 30mg tablets (Actavis UK Ltd)
'32774511000001106,Prednisolone 30mg tablets (Actavis UK Ltd)
'32776711000001105,Prednisolone 30mg tablets (A A H Pharmaceuticals Ltd)
'32776811000001102,Prednisolone 30mg tablets (A A H Pharmaceuticals Ltd)
'33037911000001102,Deflazacort 22.75mg/1ml oral suspension
'32989411000001106,Deflazacort 22.75mg/1ml oral suspension
'32989611000001109,Deflazacort 22.75mg/1ml oral suspension (Special Order)
'32989711000001100,Deflazacort 22.75mg/1ml oral suspension (Special Order)
'376688006,Dexamethasone 4mg tablets
'33497711000001104,Dexamethasone 4mg tablets
'35560011000001101,Dexamethasone 4mg tablets
'35560311000001103,Dexamethasone 4mg tablets
'33497811000001107,Dexamethasone 4mg tablets (Consilient Health Ltd)
'33497911000001102,Dexamethasone 4mg tablets (Consilient Health Ltd)
'33557411000001107,Dexamethasone 4mg tablets (A A H Pharmaceuticals Ltd)
'33557511000001106,Dexamethasone 4mg tablets (A A H Pharmaceuticals Ltd)
'35631811000001102,Dexamethasone 4mg tablets (A A H Pharmaceuticals Ltd)
'35631911000001107,Dexamethasone 4mg tablets (A A H Pharmaceuticals Ltd)
'34464111000001106,Dexamethasone 4mg tablets (Alliance Healthcare (Distribution) Ltd)
'34464411000001101,Dexamethasone 4mg tablets (Alliance Healthcare (Distribution) Ltd)
'36240111000001100,Dexamethasone 4mg tablets (Alliance Healthcare (Distribution) Ltd)
'36240211000001106,Dexamethasone 4mg tablets (Alliance Healthcare (Distribution) Ltd)
'35560411000001105,Dexamethasone 4mg tablets (Teva UK Ltd)
'35560711000001104,Dexamethasone 4mg tablets (Teva UK Ltd)
'35560611000001108,Dexamethasone 4mg tablets (Teva UK Ltd)
'35560811000001107,Dexamethasone 4mg tablets (Teva UK Ltd)
'34796811000001100,Dexamethasone 40mg tablets
'34789711000001102,Dexamethasone 40mg tablets
'34789811000001105,Neofordex 40mg tablets (Aspire Pharma Ltd)
'34789911000001100,Neofordex 40mg tablets (Aspire Pharma Ltd)
'35574111000001104,Dexamethasone 8mg tablets
'35561411000001101,Dexamethasone 8mg tablets
'35561511000001102,Dexamethasone 8mg tablets
'35561611000001103,Dexamethasone 8mg tablets
'35561711000001107,Dexamethasone 8mg tablets (Teva UK Ltd)
'35561811000001104,Dexamethasone 8mg tablets (Teva UK Ltd)
'35562111000001101,Dexamethasone 8mg tablets (Teva UK Ltd)
'35562211000001107,Dexamethasone 8mg tablets (Teva UK Ltd)
'35632011000001100,Dexamethasone 8mg tablets (A A H Pharmaceuticals Ltd)
'35632111000001104,Dexamethasone 8mg tablets (A A H Pharmaceuticals Ltd)
'35632211000001105,Dexamethasone 8mg tablets (A A H Pharmaceuticals Ltd)
'35632311000001102,Dexamethasone 8mg tablets (A A H Pharmaceuticals Ltd)
'35574611000001107,Fludrocortisone 150microgram capsules
'35570511000001104,Fludrocortisone 150microgram capsules
'35570611000001100,Fludrocortisone 150microgram capsules (Special Order)
'35570711000001109,Fludrocortisone 150microgram capsules (Special Order)
'35776111000001107,Hydrocortisone 5mg granules in capsules for opening
'35697211000001101,Hydrocortisone 5mg granules in capsules for opening
'35697611000001104,Alkindi 5mg granules in capsules for opening (Diurnal Ltd)
'35697811000001100,Alkindi 5mg granules in capsules for opening (Diurnal Ltd)
'35776011000001106,Hydrocortisone 500microgram granules in capsules for opening
'35699111000001101,Hydrocortisone 500microgram granules in capsules for opening
'35699311000001104,Alkindi 0.5mg granules in capsules for opening (Diurnal Ltd)
'35699511000001105,Alkindi 0.5mg granules in capsules for opening (Diurnal Ltd)
'35775611000001109,Hydrocortisone 1mg granules in capsules for opening
'35699811000001108,Hydrocortisone 1mg granules in capsules for opening
'35700011000001101,Alkindi 1mg granules in capsules for opening (Diurnal Ltd)
'35700111000001100,Alkindi 1mg granules in capsules for opening (Diurnal Ltd)
'35775711000001100,Hydrocortisone 2mg granules in capsules for opening
'35700211000001106,Hydrocortisone 2mg granules in capsules for opening
'35700311000001103,Alkindi 2mg granules in capsules for opening (Diurnal Ltd)
'35700511000001109,Alkindi 2mg granules in capsules for opening (Diurnal Ltd)
'35824211000001108,Budesonide 1mg orodispersible tablets sugar free
'35774611000001108,Budesonide 1mg orodispersible tablets sugar free
'36595311000001105,Hydrocortisone 10mg soluble tablets sugar free
'36586811000001105,Hydrocortisone 10mg soluble tablets sugar free
'36586911000001100,Hydrocortisone 10mg soluble tablets sugar free (Colonis Pharma Ltd)
'36587011000001101,Hydrocortisone 10mg soluble tablets sugar free (Colonis Pharma Ltd)
'36903811000001106,Fludrocortisone 50microgram tablets
'36892411000001105,Fludrocortisone 50microgram tablets
'36892511000001109,Fludrocortisone 50microgram tablets (Special Order)
'36892611000001108,Fludrocortisone 50microgram tablets (Special Order)
