prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
68272,generic nystaform hc ointment,nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3701111000001101,372,13040100/13040200,,1,,,,,,,mild,,
72618,"nystatin 100,000units/g / chlorhexidine hydrochloride 1% / hydrocortisone 0.5% cream (a a h pharmaceuticals ltd)",hydrocortisone/nystatin/chlorhexidine hydrochloride,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.48952110000e+16,10,13040100/13040200,,1,,,,,,,mild,,
78690,"nystatin 100,000units/g / chlorhexidine acetate 1% / hydrocortisone 1% ointment (alliance healthcare (distribution) ltd)",nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.48382110000e+16,1,13040100/13040200,,1,,,,,,,mild,,
71925,"nystatin 100,000units/g / chlorhexidine hydrochloride 1% / hydrocortisone 0.5% cream (typharm ltd)",hydrocortisone/nystatin/chlorhexidine hydrochloride,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.33377110000e+16,4,13040100/13040200,,1,,,,,,,mild,,
1582,nystaform hc ointment (typharm ltd),nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3692511000001106,24074,13040100/13040200,,1,,,,,,,mild,,
40698,dermovate-nn ointment (chemidex pharma ltd),clobetasol propionate/neomycin sulfate/nystatin,topical corticosteroids with antimicrobials/potent topical corticosteroids,cutaneous,505511000001102,4011,13040100/13040400,,1,,,,,,,potent,,
40583,dermovate-nn cream (chemidex pharma ltd),clobetasol propionate/neomycin sulfate/nystatin,topical corticosteroids with antimicrobials/potent topical corticosteroids,cutaneous,16511000001106,5141,13040100/13040400,,1,,,,,,,potent,,
34896,hydrocortisone 0.5% cream (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,300411000001105,19,13040000/13040200,,1,,,,,,,mild,,
65558,hydrocortisone 1% lotion,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,375446003,22,13040000/13040200,,1,,,,,,,mild,,
71726,hydrocortisone 2% lotion,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.81537110000e+16,3,13040000/13040200,,1,,,,,,,mild,,
2844,hydrocortisone 2.5% ointment,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,331695005,106334,13040000/13040200,,1,,,,,,,mild,,
47845,hydrocortisone 1% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4193211000001104,17,13040000/13040200,,1,,,,,,,mild,,
34317,hydrocortisone 1% cream (actavis uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,723111000001100,1792,13040000/13040200,,1,,,,,,,mild,,
73,hydrocortisone 1% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,346992009,3967864,13040000/13040200,,1,,,,,,,mild,,
46091,hydrocortisone 2.5% ointment (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49449110000e+16,1,13040000/13040200,,1,,,,,,,mild,,
55572,hydrocortisone 1% cream (sovereign medical ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.72000110000e+16,1,13040000/13040200,,1,,,,,,,mild,,
63946,hydrocortisone 1% ointment (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49445110000e+16,0,13040000/13040200,,1,,,,,,,mild,,
78527,hydrocortisone 1% cream 50% in aqueous cream,,topical corticosteroids/mild topical corticosteroids,,3.23923110000e+16,1,13040000/13040200,1,1,,,,,,,mild,,
59914,derma care hydrocortisone 1% cream (the boots company plc),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.84127110000e+16,62,13040000/13040200,,1,,,,,,,mild,,
79264,hydrocortisone 1% cream (co-pharma ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.82827110000e+16,1,13040000/13040200,,1,,,,,,,mild,,
24513,zenoxone 1% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,703211000001100,6,13040000/13040200,,1,,,,,,,mild,,
1061,hydrocortisone 2.5% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,331661006,228335,13040000/13040200,,1,,,,,,,mild,,
34459,hydrocortisone 1% ointment (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,2930011000001103,42,13040000/13040200,,1,,,,,,,mild,,
43506,hydrocortisone 1% cream (pinewood healthcare),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.36230110000e+16,1,13040000/13040200,,1,,,,,,,mild,,
14986,hydrocortisone acetate 1% cream,hydrocortisone acetate,topical corticosteroids/mild topical corticosteroids,cutaneous,332041002,11948,13040000/13040200,,1,,,,,,,mild,,
310,hydrocortisone 0.1% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,331680008,297808,13040000/13040200,,1,,,,,,,mild,,
48092,hydrocortisone 1% cream (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49435110000e+16,2,13040000/13040200,,1,,,,,,,mild,,
8569,mildison lipocream 1% cream (astellas pharma ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4774211000001104,39054,13040000/13040200,,1,,,,,,,mild,,
72418,boots derma care hydrocortisone 1% ointment (the boots company plc),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,3.09935110000e+16,4,13040000/13040200,,1,,,,,,,mild,,
734,hydrocortisone 1% ointment,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,347949006,1189641,13040000/13040200,,1,,,,,,,mild,,
17799,dermacort hydrocortisone 0.1% cream (marlborough pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,157311000001104,212,13040000/13040200,,1,,,,,,,mild,,
33081,hydrocortisone 2.5% ointment (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,2932211000001109,14,13040000/13040200,,1,,,,,,,mild,,
40402,hydrocortisone 2.5% cream (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,112311000001108,30,13040000/13040200,,1,,,,,,,mild,,
32098,hydrocortisone 1% ointment (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4194011000001106,38,13040000/13040200,,1,,,,,,,mild,,
5317,synalar 1 in 10 dilution 0.0025% cream (derma uk ltd),fluocinolone acetonide,topical corticosteroids/mild topical corticosteroids,cutaneous,3679711000001101,17124,13040000/13040200,,1,,,,,,,mild,,
9274,hc45 hydrocortisone 1% cream (reckitt benckiser healthcare (uk) ltd),hydrocortisone acetate,topical corticosteroids/mild topical corticosteroids,cutaneous,4928211000001101,196,13040000/13040200,,1,,,,,,,mild,,
2075,dioderm 0.1% cream (dermal laboratories ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,645811000001104,8430,13040000/13040200,,1,,,,,,,mild,,
11425,fluocinolone acetonide 0.0025% cream,fluocinolone acetonide,topical corticosteroids/mild topical corticosteroids,cutaneous,331941002,8081,13040000/13040200,,1,,,,,,,mild,,
80802,hydrocortisone 1% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.24994110000e+16,5,13040000/13040200,1,1,,,,,,,mild,,
70905,hydrocortisone 0.5% ointment 50% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.07807110000e+16,1,13040000/13040200,1,1,,,,,,,mild,,
945,hydrocortisone 0.5% ointment,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,353223001,205995,13040000/13040200,,1,,,,,,,mild,,
39818,hydrocortisone 0.5% cream (actavis uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,424011000001105,360,13040000/13040200,,1,,,,,,,mild,,
34291,hydrocortisone 1% cream (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,623911000001105,102,13040000/13040200,,1,,,,,,,mild,,
32877,hydrocortisone 2.5% ointment (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4194411000001102,84,13040000/13040200,,1,,,,,,,mild,,
34767,hydrocortisone 2.5% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4193611000001102,97,13040000/13040200,,1,,,,,,,mild,,
72440,hydrocortisone 2% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.24995110000e+16,1,13040000/13040200,1,1,,,,,,,mild,,
79227,hydrocortisone 1% cream (lloyds pharmacy ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,7932411000001105,0,13040000/13040200,,1,,,,,,,mild,,
81075,hydrocortisone 0.5% cream (alliance healthcare (distribution) ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,882311000001100,0,13040000/13040200,,1,,,,,,,mild,,
982,hydrocortisone 0.5% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,346990001,888800,13040000/13040200,,1,,,,,,,mild,,
70217,hydrocortisone 0.5% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4193011000001109,2,13040000/13040200,,1,,,,,,,mild,,
57818,hydrocortisone 2.5% cream (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49439110000e+16,1,13040000/13040200,,1,,,,,,,mild,,
34627,hydrocortisone 1% cream (vantage),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,745111000001101,6,13040000/13040200,,1,,,,,,,mild,,
34846,hydrocortisone 0.5% ointment (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,2927511000001108,22,13040000/13040200,,1,,,,,,,mild,,
16862,eumovate eczema and dermatitis 0.05% cream (glaxosmithkline consumer healthcare),clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,134311000001109,1217,13040000/13040300,,1,,,,,,,moderate,,
78769,clobetasone 0.05% ointment 50% in white soft paraffin,clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,route of administration not applicable,1.85253110000e+16,1,13040000/13040300,1,1,,,,,,,moderate,,
11464,fluocinolone acetonide 0.00625% ointment,fluocinolone acetonide,topical corticosteroids/moderate topical corticosteroids,cutaneous,331937001,9039,13040000/13040300,,1,,,,,,,moderate,,
7843,synalar 1 in 4 dilution 0.00625% ointment (derma uk ltd),fluocinolone acetonide,topical corticosteroids/moderate topical corticosteroids,cutaneous,8387911000001105,25307,13040000/13040300,,1,,,,,,,moderate,,
70408,fludroxycortide 4micrograms/square cm tape 7.5cm (typharm ltd),fludroxycortide,topical corticosteroids/moderate topical corticosteroids,cutaneous,3.32207110000e+16,1,13040000/13040300,,1,,,,,,,moderate,,
1005,eumovate 0.05% cream (glaxosmithkline uk ltd),clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,390011000001104,1516565,13040000/13040300,,1,,,,,,,moderate,,
6801,betamethasone valerate 0.025% ointment,betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,331821008,170777,13040000/13040300,,1,,,,,,,moderate,,
4837,clobetasone 0.05% ointment,clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,331881005,437902,13040000/13040300,,1,,,,,,,moderate,,
9877,alclometasone 0.05% cream,alclometasone dipropionate,topical corticosteroids/moderate topical corticosteroids,cutaneous,331777001,15176,13040000/13040300,,1,,,,,,,moderate,,
80132,betnovate rd 0.025% cream (mawdsley-brooks & company ltd),betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,3.73497110000e+16,1,13040000/13040300,,1,,,,,,,moderate,,
1433,betnovate rd 0.025% ointment (glaxosmithkline uk ltd),betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,426011000001100,263699,13040000/13040300,,1,,,,,,,moderate,,
3082,synalar 1 in 4 dilution 0.00625% cream (derma uk ltd),fluocinolone acetonide,topical corticosteroids/moderate topical corticosteroids,cutaneous,9511000001103,39349,13040000/13040300,,1,,,,,,,moderate,,
949,eumovate 0.05% ointment (glaxosmithkline uk ltd),clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,353411000001105,568516,13040000/13040300,,1,,,,,,,moderate,,
10220,hydrocortisone 1% / urea 10% cream,urea/hydrocortisone,topical corticosteroids/moderate topical corticosteroids,cutaneous,331722005,23091,13040000/13040300,1,1,,,,,,,moderate,,
3366,betamethasone valerate 0.025% cream,betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,331820009,329714,13040000/13040300,,1,,,,,,,moderate,,
79498,fludroxycortide 4micrograms/square cm tape 7.5cm (a a h pharmaceuticals ltd),fludroxycortide,topical corticosteroids/moderate topical corticosteroids,cutaneous,3.36591110000e+16,2,13040000/13040300,,1,,,,,,,moderate,,
60189,audavate rd 0.025% cream (auden mckenzie (pharma division) ltd),betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,2.25226110000e+16,4101,13040000/13040300,,1,,,,,,,moderate,,
59985,clobavate 0.05% ointment (auden mckenzie (pharma division) ltd),clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,2.26827110000e+16,1302,13040000/13040300,,1,,,,,,,moderate,,
1562,clobetasone 0.05% cream,clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,331880006,1183488,13040000/13040300,,1,,,,,,,moderate,,
76266,fludroxycortide 4micrograms/square cm tape 7.5cm (alliance healthcare (distribution) ltd),fludroxycortide,topical corticosteroids/moderate topical corticosteroids,cutaneous,3.35681110000e+16,1,13040000/13040300,,1,,,,,,,moderate,,
1880,alphaderm 1%/10% cream (alliance pharmaceuticals ltd),urea/hydrocortisone,topical corticosteroids/moderate topical corticosteroids,cutaneous,2929511000001101,184225,13040000/13040300,1,1,,,,,,,moderate,,
1472,betnovate rd 0.025% cream (glaxosmithkline uk ltd),betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,159911000001105,460450,13040000/13040300,,1,,,,,,,moderate,,
7370,fludroxycortide 4micrograms/square cm tape 7.5cm,fludroxycortide,topical corticosteroids/moderate topical corticosteroids,cutaneous,4747111000001104,19482,13040000/13040300,,1,,,,,,,moderate,,
50485,eumovate 0.05% cream (sigma pharmaceuticals plc),clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,1.75585110000e+16,70,13040000/13040300,,1,,,,,,,moderate,,
57787,audavate rd 0.025% ointment (auden mckenzie (pharma division) ltd),betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,2.25207110000e+16,1117,13040000/13040300,,1,,,,,,,moderate,,
79499,boots derma care eczema & dermatitis flare-up 0.05% cream (the boots company plc),alclometasone dipropionate,topical corticosteroids/moderate topical corticosteroids,cutaneous,2.05843110000e+16,1,13040000/13040300,,1,,,,,,,moderate,,
10982,fluocinolone acetonide 0.00625% cream,fluocinolone acetonide,topical corticosteroids/moderate topical corticosteroids,cutaneous,331940001,12045,13040000/13040300,,1,,,,,,,moderate,,
63645,generic calmurid hc cream,hydrocortisone/urea/lactic acid,topical corticosteroids/moderate topical corticosteroids/preparations for eczema and psoriasis/preparations for eczema,cutaneous,3392611000001104,4,13040000/13040300/13050000/13050100,1,1,,,,,,,moderate,,
2116,calmurid hc cream (galderma (uk) ltd),hydrocortisone/urea/lactic acid,topical corticosteroids/moderate topical corticosteroids/preparations for eczema and psoriasis/preparations for eczema,cutaneous,536911000001105,84349,13040000/13040300/13050000/13050100,1,1,,,,,,,moderate,,
76808,diprosalic 0.05%/2% scalp application (mawdsley-brooks & company ltd),betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,1.65610110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
54741,diprosalic 0.05%/2% scalp application (lexon (uk) ltd),betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,1.61696110000e+16,0,13040000/13040400,,1,,,,,,,potent,,
64802,beclometasone 0.025% in aqueous cream,beclometasone dipropionate,topical corticosteroids/potent topical corticosteroids,route of administration not applicable,1.60726110000e+16,757,13040000/13040400,1,1,,,,,,,potent,,
4773,fluocinolone acetonide 0.025% gel,fluocinolone acetonide,topical corticosteroids/potent topical corticosteroids,cutaneous,331938006,41743,13040000/13040400,,1,,,,,,,potent,,
50183,elocon 0.1% ointment (lexon (uk) ltd),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.61712110000e+16,35,13040000/13040400,,1,,,,,,,potent,,
41886,metosyn 0.05% ointment (derma uk ltd),fluocinonide,topical corticosteroids/potent topical corticosteroids,cutaneous,3180811000001108,5780,13040000/13040400,,1,,,,,,,potent,,
72490,locoid 0.1% cream (waymade healthcare plc),hydrocortisone butyrate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.08557110000e+16,601,13040000/13040400,,1,,,,,,,potent,,
9811,locoid crelo 0.1% topical emulsion (astellas pharma ltd),hydrocortisone butyrate,topical corticosteroids/potent topical corticosteroids,cutaneous,4019211000001107,9175,13040000/13040400,,1,,,,,,,potent,,
2573,betacap 0.1% scalp application (dermal laboratories ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,29911000001103,87812,13040000/13040400,,1,,,,,,,potent,,
67268,diprosalic 0.05%/2% scalp application (de pharmaceuticals),betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,1.38670110000e+16,7,13040000/13040400,,1,,,,,,,potent,,
984,betnovate 0.1% scalp application (glaxosmithkline uk ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,766211000001108,758191,13040000/13040400,,1,,,,,,,potent,,
6176,diflucortolone 0.1% cream,diflucortolone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,331904003,4800,13040000/13040400,,1,,,,,,,potent,,
77017,betamethasone dipropionate 0.05% ointment 25% / propylene glycol 10% in generic unguentum m cream,betamethasone dipropionate/propylene glycol,topical corticosteroids/potent topical corticosteroids,cutaneous,2.23823110000e+16,3,13040000/13040400,1,1,,,,,,,potent,,
53456,methylprednisolone aceponate 0.1% ointment,methylprednisolone aceponate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.95253110000e+16,2,13040000/13040400,,1,,,,,,,potent,,
68087,diprosalic 0.05%/2% scalp application (sigma pharmaceuticals plc),betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,1.43210110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
68903,beclometasone 0.025% ointment 10% in white soft paraffin,,topical corticosteroids/potent topical corticosteroids,,2.97315110000e+16,23,13040000/13040400,1,1,,,,,,,potent,,
77422,bettamousse 0.1% cutaneous foam (de pharmaceuticals),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.85468110000e+16,59,13040000/13040400,,1,,,,,,,potent,,
78596,elocon 0.1% scalp lotion (de pharmaceuticals),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.38714110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
3192,betamethasone dipropionate 0.05% / salicylic acid 3% ointment,betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,331828002,48064,13040000/13040400,,1,,,,,,,potent,,
67251,elocon 0.1% ointment (sigma pharmaceuticals plc),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.42179110000e+16,238,13040000/13040400,,1,,,,,,,potent,,
2103,hydrocortisone butyrate 0.1% cream,hydrocortisone butyrate,topical corticosteroids/potent topical corticosteroids,cutaneous,331998009,85337,13040000/13040400,,1,,,,,,,potent,,
1325,diprosalic 0.05%/3% ointment (merck sharp & dohme ltd),betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,611311000001103,335821,13040000/13040400,,1,,,,,,,potent,,
74625,mometasone 0.1% ointment (a a h pharmaceuticals ltd),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.61848110000e+16,6,13040000/13040400,,1,,,,,,,potent,,
1224,elocon 0.1% ointment (merck sharp & dohme ltd),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,338611000001100,230197,13040000/13040400,,1,,,,,,,potent,,
62153,mometasone 0.1% cream (teva uk ltd),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,2.25179110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
58388,audavate 0.1% ointment (auden mckenzie (pharma division) ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,2.25216110000e+16,4291,13040000/13040400,,1,,,,,,,potent,,
60197,mometasone 0.1% ointment (teva uk ltd),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.66387110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
64321,betamethasone valerate 0.1% ointment (actavis uk ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.55154110000e+16,4,13040000/13040400,,1,,,,,,,potent,,
41767,metosyn fapg 0.05% cream (derma uk ltd),fluocinonide,topical corticosteroids/potent topical corticosteroids,cutaneous,3182011000001103,3021,13040000/13040400,,1,,,,,,,potent,,
4107,cutivate 0.005% ointment (glaxosmithkline uk ltd),fluticasone propionate,topical corticosteroids/potent topical corticosteroids,cutaneous,3687911000001103,10233,13040000/13040400,,1,,,,,,,potent,,
3125,beclometasone 0.025% cream,beclometasone dipropionate,topical corticosteroids/potent topical corticosteroids,cutaneous,331792000,11666,13040000/13040400,,1,,,,,,,potent,,
1386,synalar 0.025% gel (derma uk ltd),fluocinolone acetonide,topical corticosteroids/potent topical corticosteroids,cutaneous,427911000001103,115397,13040000/13040400,,1,,,,,,,potent,,
3761,diprosone 0.05% lotion (merck sharp & dohme ltd),betamethasone dipropionate,topical corticosteroids/potent topical corticosteroids,cutaneous,4023711000001108,5775,13040000/13040400,,1,,,,,,,potent,,
1838,elocon 0.1% cream (merck sharp & dohme ltd),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,498811000001102,403581,13040000/13040400,,1,,,,,,,potent,,
2102,locoid 0.1% cream (astellas pharma ltd),hydrocortisone butyrate,topical corticosteroids/potent topical corticosteroids,cutaneous,3356211000001107,160700,13040000/13040400,,1,,,,,,,potent,,
77590,diprosalic 0.05%/3% ointment (lexon (uk) ltd),betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,1.61590110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
51371,locoid 0.1% scalp lotion (mawdsley-brooks & company ltd),hydrocortisone butyrate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.65095110000e+16,81,13040000/13040400,,1,,,,,,,potent,,
1022,betnovate 0.1% ointment (glaxosmithkline uk ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,2913211000001105,691401,13040000/13040400,,1,,,,,,,potent,,
81305,betnovate 0.1% cream (de pharmaceuticals),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,3.81199110000e+16,0,13040000/13040400,,1,,,,,,,potent,,
1206,betamethasone valerate 0.1% cream,betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,374372000,1244655,13040000/13040400,,1,,,,,,,potent,,
70263,mometasone 0.1% cream (a a h pharmaceuticals ltd),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.92377110000e+16,24,13040000/13040400,,1,,,,,,,potent,,
2639,mometasone 0.1% scalp lotion,mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,332051001,44884,13040000/13040400,,1,,,,,,,potent,,
1914,betamethasone valerate 0.1% ointment,betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,396279000,600515,13040000/13040400,,1,,,,,,,potent,,
55487,betamethasone valerate 0.1% ointment (teva uk ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.09872110000e+16,40,13040000/13040400,,1,,,,,,,potent,,
4281,fluocinonide 0.05% cream,fluocinonide,topical corticosteroids/potent topical corticosteroids,cutaneous,331950000,9016,13040000/13040400,,1,,,,,,,potent,,
1869,diprosone 0.05% ointment (merck sharp & dohme ltd),betamethasone dipropionate,topical corticosteroids/potent topical corticosteroids,cutaneous,878711000001109,22859,13040000/13040400,,1,,,,,,,potent,,
56295,beclometasone 0.025% in white soft paraffin,beclometasone dipropionate,topical corticosteroids/potent topical corticosteroids,route of administration not applicable,2.20535110000e+16,1,13040000/13040400,1,1,,,,,,,potent,,
49687,"clobetasol 0.5mg / neomycin 5mg / nystatin 100,000units/g cream (essential generics ltd)",clobetasol propionate/neomycin sulfate/nystatin,topical corticosteroids/potent topical corticosteroids,cutaneous,1.86707110000e+16,265,13040000/13040400,,1,,,,,,,potent,,
3031,beclometasone 0.025% ointment,beclometasone dipropionate,topical corticosteroids/potent topical corticosteroids,cutaneous,331793005,11281,13040000/13040400,,1,,,,,,,potent,,
905,betnovate 0.1% cream (glaxosmithkline uk ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,692111000001109,1433328,13040000/13040400,,1,,,,,,,potent,,
7324,betamethasone dipropionate 0.05% scalp lotion,betamethasone dipropionate,topical corticosteroids/potent topical corticosteroids,cutaneous,331832008,22597,13040000/13040400,,1,,,,,,,potent,,
49478,betnovate 0.1% cream (mawdsley-brooks & company ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.74953110000e+16,5387,13040000/13040400,,1,,,,,,,potent,,
77375,bettamousse 0.1% cutaneous foam (sigma pharmaceuticals plc),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.42818110000e+16,73,13040000/13040400,,1,,,,,,,potent,,
4405,nerisone 0.1% ointment (meadow laboratories ltd),diflucortolone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,3961311000001108,3495,13040000/13040400,,1,,,,,,,potent,,
49208,betnovate 0.1% ointment (mawdsley-brooks & company ltd),betamethasone valerate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.74956110000e+16,38,13040000/13040400,,1,,,,,,,potent,,
62067,salicylic acid 5% in betamethasone valerate 0.1% ointment,,topical corticosteroids/potent topical corticosteroids,,2.48567110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
49125,elocon 0.1% ointment (de pharmaceuticals),mometasone furoate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.38710110000e+16,21,13040000/13040400,,1,,,,,,,potent,,
7753,betamethasone dipropionate 0.05% cream,betamethasone dipropionate,topical corticosteroids/potent topical corticosteroids,cutaneous,375668004,32105,13040000/13040400,,1,,,,,,,potent,,
5033,fluticasone 0.05% cream,fluticasone propionate,topical corticosteroids/potent topical corticosteroids,cutaneous,332055005,22034,13040000/13040400,,1,,,,,,,potent,,
77093,locoid 0.1% scalp lotion (lexon (uk) ltd),hydrocortisone butyrate,topical corticosteroids/potent topical corticosteroids,cutaneous,1.80624110000e+16,1,13040000/13040400,,1,,,,,,,potent,,
52027,diprosalic 0.05%/3% ointment (de pharmaceuticals),betamethasone dipropionate/salicylic acid,topical corticosteroids/potent topical corticosteroids,cutaneous,1.38668110000e+16,11,13040000/13040400,,1,,,,,,,potent,,
